review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,abstract,manual_check1,manual_check2
DES-084,440,SCOPUS_ID:0026021709,10.1093/oxfordjournals.aje.a115806,Nonresponse and intensity of follow-up in an epidemiologic study of vietnam-era veterans,American Journal Of Epidemiology,1991,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,True,True,False,True,False,Bias; Epidemiologic methods; Follow-up studies,"Characteristics of nonrespondents, respondents who were easy to locate, and respondents who were hard to locate were examined with the use of data from a telephone health survey of male, US Army, Vietnam-era veterans. Of 17,867 eligible men discharged from active military duty in the late 1960s and early 1970s, 15,288 (86%) were successfully located and interviewed during 1985-1986. Veterans who could not be located were more likely than respondents to possess baseline character istics predictive of increased mortality. In contrast, subjects who were located but refused to be interviewed were similar to respondents. Among veterans who were interviewed, those who were hardest to locate had the highest prevalence of known risk factors for diminished health status and reported many health problems with higher relative frequencies than respondents who were easier to locate. Odds ratios comparing the prevalence of each of 11 health outcomes in men who had served in Vietnam with that in men who had served elsewhere did not vary appreciably by intensity of follow-up. In particular, the subgroup of respondents that was located and interviewed within 2 weeks of initiation of follow-up (comprising 25% of all respondents) produced odds ratios for 10 of the 11 outcomes that were not appreciably different from odds ratios based on all respondents. Am J Epidemiol 1991;133:83-95. © 1991 by The Johns Hopkins University School of Hygiene and Public Health.",,
DES-085,30607,SCOPUS_ID:0028159236,10.1093/ije/23.5.1082,"The epidemiology of melioidosis in Ubon Ratchatani, Northeast Thailand",International Journal Of Epidemiology,1994,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,"Background: Melioidosis, or infection with Pseudomonas pseudoniallei is an important cause of morbidity and mortality in South East Asia and Northern Australia. The epidemiology of melioidosis in Ubon Ratchatani, Northeast Thailand was studied over a 5-year period from 1987 to 1991. Methods: Rates and, when possible, the risks of developing melioidosis were calculated. The numerator was the number of culture-proven cases of melioidosis seen in the 1000-bed referral hospital of the province. The denominators were obtained from the population census, a survey of Health, Welfare and Use of Traditional Medicine, and the North Eastern Meteorological Centre, Thailand. Results: The average incidence of human melioldosis was 4.4 (96% confidence interval [Cl]: 3.8-5.0) per 100 000. The disease affected all ages with the highest incidence in 40-60 years olds. Melioidosrs was 1.4 (96% Cl: 0.4-5.3) times more common in males than females. The disease showed a significant seasonal variation in incidence, and a strong linear correlation with rainfall (r = 0.7, 95% Cl: 0.5-0.9) Adults exposed to soil and water in their work (most were rice farmers) had an increased risk of melioidosis(in the 40-59 year age group, relative risk = 4.1, 95% Cl: 2.4-6.9). Most adult patients had an underlying disease (mainly diabetes mellitus) predisposing them to this infection. Conclusions: Melioidosis may result from either acute exposure to the organism in the soil and water, or 're-activation' of an asymptomatic childhood infection (by an unidentified possibly infective seasonal cofactor). The results from this analysis are consistent with both hypotheses. Further epidemiological studies are needed to identify risk factors so that optimal strategies for control of melioidosis may be developed. © 1994 International Epidemiological Association.",,
DES-086,36657,SCOPUS_ID:39649096956,10.1136/jech.2006.051953,Changes in leisure time and occupational physical activity over 8 years: The Cornellà Health Interview Survey Follow-Up Study,Journal Of Epidemiology And Community Health,2008,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,False,False,False,False,False,,"Aim: To describe changes in leisure time and occupational physical activity status in an urban Mediterranean population-based cohort, and to evaluate sociodemographic, health-related and lifestyle correlates of such changes. Methods: Data for this study come from the Cornellà Health Interview Survey Follow-Up Study, a prospective cohort study of a representative sample (n = 2500) of the population. Participants in the analysis reported here include 1246 subjects (567 men and 679 women) who had complete data on physical activity at the 1994 baseline survey and at the 2002 follow-up. We fitted Breslow-Cox regression models to assess the association between correlates of interest and changes in physical activity. Results: Regarding leisure time physical activity, 61.6% of cohort members with ""sedentary"" habits in 1994 changed their status to ""light/moderate"" physical activity in 2002, and 70% who had ""light/moderate"" habits in 1994 did not change their activity level. Regarding occupational physical activity, 74.4% of cohort members who were ""active"" did not change their level of activity, and 64.3% of participants with ""sedentary"" habits in 1994 changed to ""active"" occupational physical activity. No clear correlates of change in physical activity were identified in multivariate analyses. Conclusion: While changes in physical activity are evident in this population-based cohort, no clear determinants of such changes were recognised. Further longitudinal studies including other potential individual and contextual determinants are needed to better understand determinants of changes in physical activity at the population level.",,
DES-087,39935,SCOPUS_ID:0029924164,10.1006/pmed.1996.0038,Two sequential randomized trials of community participation to recruit women for mammographic screening,Preventive Medicine,1996,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,,"Background. If mammographic screening is to reduce mortality from breast cancer, it is essential that a high proportion of the target population attend for screening. In order to achieve this, effective recruitment strategies are needed. This paper reports two trials of recruitment strategies for mammographic screening involving eight communities in rural New South Wales (NSW), Australia. Methods. Each trial involved two matched pairs of towns in the Hunter Valley region of NSW. Towns were randomly allocated to intervention, receiving either mass media promotion or community participation in Trial 1 and community participation or family physician involvement in Trial 2. Results. In Trial 1, significantly higher attendance rates were observed in the two towns that received the community participation intervention compared with their matched media promotion towns (63% vs 34%, P < 0.001 and 51% vs 34%, P < 0.01). In Trial 2, a significantly higher attendance rate was observed in one town that received the family physician involvement intervention compared with its matched town which received the community participation intervention (68% vs 51%, P < 0.01). There was no significant difference in attendance in the other pair of towns (68% vs 58%, P = 0.11). Conclusions. Both community participation and family practitioner involvement are more promising strategies for the promotion of attendance at mammographic screening facilities than media promotion alone.",,
DES-088,19351,SCOPUS_ID:84937509189,10.2105/ajph.2014.302504,Addressing health disparities in the mental health of refugee children and adolescents through community-based participatory research: A study in 2 communities,American Journal Of Public Health,2015,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,False,,"Objectives. We sought to understand the problems, strengths, and helpseeking behaviors of Somali Bantu and Bhutanese refugees and determine local expressions of mental health problems among youths in both communities. Methods. We used qualitative research methods to develop community needs assessments and identify local terms for child mental health problems among Somali Bantu and Bhutanese refugees in Greater Boston and Springfield, Massachusetts, between 2011 and 2014. A total of 56 Somali Bantu and 93 Bhutanese refugees participated in free list and key informant interviews. Results. Financial and language barriers impeded the abilities of families to assist youths who were struggling academically and socially. Participants identified resources both within and outside the refugee community to help with these problems. Both communities identified areas of distress corresponding to Western concepts of conduct disorders, depression, and anxiety. Conclusions. There are numerous challenges faced by Somali Bantu and Bhutanese youths, as well as strengths and resources that promote resilience. Future steps include using culturally informed methods for identifying those in need of services and developing community-based prevention programs.",,
DES-089,35560,SCOPUS_ID:0032951069,10.1136/jech.53.5.294,The Health Education Authority's health and lifestyle survey 1993: Who are the low fruit and vegetable consumers?,Journal Of Epidemiology And Community Health,1999,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,,"Study objective: Firstly, to determine the demographic and behavioural characteristics of low fruit and vegetable consumers. Secondly, to investigate whether knowledge and attitudes are barriers to consumption of fruit and vegetables. Design: Cross sectional survey: an interviewer administrated questionnaire was used to assess the demographic, knowledge, attitude, and behavioural characteristics of the respondents. Setting: England. Participants: Random sample of 5553 men and women aged between 16 and 74 years. Response rate 70%. Main results: The main demographic characteristics of the respondents identified as low consumers of fruit and vegetables (less than daily consumption of either fruit or vegetables) were age, sex, and smoking status. The adjusted odds ratios were 2.59 for those aged 16-24 years compared with those aged 45-74 years, 2.17 for men compared with women, and 1.77 for current smokers compared with never smokers. The most important knowledge and attitude statements after adjusting for the demographic variables were disagreeing with the statement 'healthy foods are enjoyable' (odds ratio 1.90) and agreeing with the statement 'I don't really care what I eat' (odds ratio 1.76). The impact of knowledge seemed less important than attitudes about a healthy diet in characterising a low fruit and vegetable consumer. Conclusions: These findings are relevant to future strategies for improving intake of fruit and vegetables, but demonstrate the complexity of interventions required, and the dangers inherent in assuming simplistic relations between psychosocial factors and behaviour.",,
DES-090,1632,SCOPUS_ID:0030872603,10.1093/oxfordjournals.aje.a009263,Risk factors for diarrheal disease incidence in early childhood: A community cohort study from Guinea-Bissau,American Journal Of Epidemiology,1997,Cohort,Other/None,Cohort,Cohort,Cohort,Cohort,False,False,False,False,True,Breast feeding; Cohort studies; Cryptosporidium; Diarrhea; Incidence; Infantile; Preventive health services,"To determine risk factors for diarrhea, the authors followed an open cohort of 1,314 children from Guinea-Bissau by weekly diarrhea recall interviews between April 1987 and March 1990. Data on feeding practices and measles infection were available for all children and, for 531 children, comprehensive data on explanatory variables were recorded. Of 57 variables, seven were independently associated with an increased incidence of diarrhea. These were a recent (in the past 14 days) diarrheal episode, male sex, being weaned from breast milk, not being looked after by the mother, head of the household being <30 years old, eating cold leftovers, and drinking water from an unprotected public water supply. In breastfed children, only three variables were associated with diarrhea, including prior diarrhea, male sex, and not being looked after by the mother. Among weaned children, six variables delineated increased rates of diarrhea, including unprotected public water supply, eating of cold leftovers, and lack of maternal education. Major determinants of persistent diarrhea included weaning, lack of maternal education, and having pigs in the home. It is concluded that, in addition to the promotion of breastfeeding, important interventions against diarrhea include improvements in water supply, hygiene, and food handling. However, because of effect modification by breastfeeding, the largest effects of these interventions will probably be among weaned children.",,
DES-091,42970,SCOPUS_ID:84904878302,10.1016/j.ypmed.2014.07.004,Church-based social marketing to motivate older adults to take balance classes for fall prevention: Cluster randomized controlled trial,Preventive Medicine,2014,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,Accident prevention; Accidental falls; Aged; Exercise; Injuries; Postural balance; Social marketing,"Objective: Determine whether a church-based social marketing program increases older adults' participation in balance classes for fall prevention. Methods: In 2009-10, 51 churches (7101 total members aged ≥. 60) in Colorado, U.S.A. were randomized to receive no intervention or a social marketing program. The program highlighted benefits of class participation (staying independent, building relationships), reduced potential barriers (providing convenient, subsidized classes), and communicated marketing messages through church leaders, trained ""messengers,"" printed materials and church-based communication channels. Between-group differences in balance class enrollment and marketing message recall among congregants were compared using Wilcoxon Two-Sample Test and regression models. Results: Compared to 25 control churches, 26 churches receiving the social marketing program had a higher median proportion (9.8% vs. 0.3%; p. <. 0.001) and mean number (7.0 vs. 0.5; IRR = 11.2 [95%CI: 7.5, 16.8]) of older adult congregants who joined balance classes. Intervention church members were also more likely to recall information about preventing falls with balance classes (AOR = 6.2; 95% CI: 2.6, 14.8) and availability of classes locally (AOR = 7.7; 95% CI: 2.6, 22.9). Conclusions: Church-based social marketing effectively disseminated messages about preventing falls through balance classes and, by emphasizing benefits and reducing barriers and costs of participation, successfully motivated older adults to enroll in the classes. © 2014 Elsevier Inc.",,
DES-092,36715,SCOPUS_ID:70350212661,10.1136/jech.2008.077016,A qualitative study about immigrant workers' perceptions of their working conditions in Spain,Journal Of Epidemiology And Community Health,2009,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,"Background: Spain has recently become an inward migration country. Little is known about the occupational health of immigrant workers. This study aimed to explore the perceptions that immigrant workers in Spain had of their working conditions. Methods: Qualitative, exploratory, descriptive study. Criterion sampling. Data collected between September 2006 and May 2007 through semi-structured focus groups and individual interviews, with a topic guide. One hundred and fifty-eight immigrant workers (90 men/68 women) from Colombia (n=21), Morocco (n=39), sub-Saharan Africa (n=29), Romania (n=44) and Ecuador (n=25), who were authorised (documented) or unauthorised (undocumented) residents in five medium to large cities in Spain. Results: Participants described poor working conditions, low pay and health hazards. Perception of hazards appeared to be related to gender and job sector. Informants were highly segregated into jobs by sex, however, so this issue will need further exploration. Undocumented workers described poorer conditions than documented workers, which they attributed to their documentation status. Documented participants also felt vulnerable because of their immigrant status. Informants believed that deficient language skills, non-transferability of their education and training and, most of all, their immigrant status and economic need left them with little choice but to work under poor conditions. Conclusions: The occupational health needs of immigrant workers must be addressed at the job level, while improving the enforcement of existing health and safety regulations. The roles that documentation status and economic need played in these informants' work experiences should be considered and how these may influence health outcomes.",,
DES-093,45431,SCOPUS_ID:85165290956,10.1016/j.ypmed.2023.107607,Association of cardiovascular health using Life's Essential 8 with noncommunicable disease multimorbidity,Preventive Medicine,2023,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,Adults; Cardiovascular health; Life's Essential 8; Multimorbidity; NHANES; Noncommunicable disease,"Cardiovascular health (CVH) is closely associated with various noncommunicable diseases (NCDs) and comorbidity; however, the influence of CVH on NCD multimorbidity was not fully elucidated. We aimed to examine the association between CVH using Life's Essential 8 (LE8) and NCD multimorbidity among adults, males, and females in the United States, conducting a cross-sectional analysis using data involving 24,445 participants from the National Health and Nutrition Examination Survey (NHANES) from 2007 to 2018. LE8 was categorized into low, moderate, and high CVH groups. Multivariate logistic regressions and restricted cubic spline regressions were used to estimate the association between LE8 and NCD multimorbidity. Overall, 6162 participants had NCD multimorbidity, of which 1168 (43.5%), 4343 (25.9%), and 651 (13.4%) had low, moderate, and high CVH, separately. After multivariable adjustment, LE8 was negatively associated with NCD multimorbidity among adults (odds ratio (OR) for per 1 standard deviation (SD) increase in LE8 and 95% confidence interval (CI), 0.67 (0.64, 0.69)), and the top 3 NCDs associated with CVH were emphysema, congestive heart failure, stroke, and the dose-response relationships between LE8 and NCD multimorbidity were observed among adults (overall P < 0.001). Similar patterns were also identified among males and females. Higher CVH measured by the LE8 score was associated with lower odds of NCD multimorbidity among adults, males, and females.",,
DES-094,1736,SCOPUS_ID:0031057125,10.1093/oxfordjournals.aje.a009107,Nicotine patches in smoking cessation: A randomized trial among over- the-counter customers in Denmark,American Journal Of Epidemiology,1997,Experimental,Experimental,Experimental,Experimental,Experimental,Experimental,False,False,False,False,False,drug administration routes; drugs; nicotine; non-prescription; placebo effect; randomized controlled trials; smoking cessation,"The authors examined the effect of 24-hour nicotine patches in smoking cessation among over-the-counter customers in Denmark, based on a randomized double-blind placebo-controlled trial. Participants were consecutive customers to whom nicotine patches were offered as the only treatment. Forty- two pharmacies in the areas of Aarhus and Copenhagen in Denmark participated in the trial, and 522 customers who smoked 10 or more cigarettes per day were randomized to either nicotine patches or placebo from January to March 1994. Customers with chronic diseases and pregnant or breastfeeding women were excluded from the trial. Twenty-four-hour patches were offered free of charge during a 3-month period. Those smoking 20 or more cigarettes per day started on a dose of 21-mg/day patches. Customers who smoked less started on patches of 14 mg/day; and for all of the participants, the dose was gradually reduced to 7-mg/day patches during the study period. Smoking behavior and compliance were recorded by means of self-administered questionnaires and telephone interviews. Smoking status was recorded in intervals of 4 weeks, which was fixed to be a treatment period, and 26 weeks after inclusion. There was a significant increase in smoking cessation rates after 8 weeks of follow-up but only among smokers who started on 21-mg/day patches. There was a marked placebo effect at each time of contact during the trial, especially in those smoking fewer than 20 cigarettes per day. Although the noncompliance rate was high overall due to discontinuation in the use of patches by relapsed smokers, noncompliance among successful quitters was low. More side effects were seen in the nicotine group than in the placebo group, but none of the reported side effects were serious. It appears that regular healthy smokers who were customers of nonprescribed nicotine patches and who received 21- mg/day nicotine patches benefited from the active treatment (44.1% stopped smoking after 4 weeks), but almost as many stopped smoking in the placebo group (37.3% after 4 weeks). No significant differences in smoking cessation rates were seen among smokers who started with the low-dose nicotine or placebo patches.",,
DES-095,24600,SCOPUS_ID:0033851958,10.1023/a:1007627332215,"Cancer mortality and exposure to chemical carcinogens in the work place: An ecological study in the Valencian Community, Spain (1981-1995)",European Journal Of Epidemiology,2000,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,Cancer; Chemical carcinogens; Ecological study; Geographical differences; Job-exposure; Mortality,"To evaluate the geographical distribution of the mortality from malignant turnouts in relationship with exposure to chemical carcinogens in the work place, and to asses the possible association between these questions and the percentage of population employed in certain high-risk sectors, an ecological study in the Valencian Community (VC), Spain was carried out. Age-adjusted mortality rates for the total number of malignant turnouts, lung, bladder, lymphomas and leukaemia during the periods 1981-1985 and 1991-1995 were calculated for the 34 geographical areas. The percentage of population in each area working in sectors in which they may be exposed to chemical carcinogens was obtained. The relationship between mortality on-the-job exposure was studied using linear regression methods. Large differences in cancer mortality were seen. In men, the geographical pattern was very stable and reveals a significant association with the distribution of certain high-risk jobs. Statistically significant positive correlations (p < 0.001) were found between cancer mortality and the percentage of the population working in metal, wood and furniture sectors. In contrast, a negative and statistically significant (p < 0.001) correlation was observed between cancer mortality and the percentage of the population working in agriculture. In conclusion, although the variability in cancer mortality in men was significantly associated with some occupational sectors in the VC, caution is needed when drawing conclusions about causation from ecological studies.",,
DES-096,42244,SCOPUS_ID:80955144172,10.1016/j.ypmed.2011.08.019,"""If there wasn't the technology then I would probably be out everyday"": A qualitative study of children's strategies to reduce their screen viewing",Preventive Medicine,2011,Qualitative,Other/None,Qualitative,Qualitative,Qualitative,Qualitative,False,False,False,False,False,Children; Focus groups; Physical activity; Screen-viewing; Sedentary lifestyle,"Objective: To explore the views of British 10-11. year old children towards reducing their screen-viewing and their screen-viewing reduction strategies. Method: 10 focus groups were conducted with 55 10-11. year old children (30 girls, 25 boys) in Bristol (UK) in 2010. Data were transcribed and transcripts were analysed using thematic analysis. Results: Three main themes were developed: Reaction to Reduction; Reduction: What, when and what else instead?; and Strategies to reduce screen-viewing. Participants reacted largely positively to reducing their screen-viewing although enjoyment, established routines and favourite TV programmes presented barriers. A range of screen-viewing modes were put forward as candidates for reduction and participants believed they would replace screen-viewing with both physically active and non-screen sedentary behaviours. Reduction strategies identified comprised the provision of alternative activities, facilities and after school clubs, peer-led educational interventions, behavioural strategies such as the use of rewards, charts and time limits which involved children's parents and parent-child collaboration. Unexpectedly, participants identified the focus group itself as a means of encouraging self-reflection and initiating change. Conclusion: Children appeared open to screen-viewing reduction and identified the strategies that they may respond to best. This can inform the development of interventions designed to reduce screen-viewing. © 2011 Elsevier Inc.",,
DES-097,38188,SCOPUS_ID:85042849066,10.1136/jech-2017-209847,Do flexible work policies improve parents' health? A natural experiment based on the UK Millennium Cohort Study,Journal Of Epidemiology And Community Health,2018,Quasi-experimental,Quasi-experimental,Quasi-experimental,Cohort,Quasi-experimental,Other/None,False,True,False,True,True,cohort studies; lngitudinal studies; maternal health; policy; workplace,"Background There is limited evidence of the impact of policies to promote work-family balance on family health. Exploiting the introduction of the UK Flexible Working Act (2003), we examined whether a policy that grants parents the right to request flexible work influences their health and well-being. Methods Using the UK Millennium Cohort Study, we focus on 6424 mothers employed in 2001-2002, when the cohort child was 9 months old, until their child's seventh birthday. We used a difference-in-differences (DiD) approach to compare changes in outcomes before and after the policy among mothers most likely to benefit and mothers unlikely to benefit from the policy. Results Flexible working increased in a small group of mothers (n=548) whose employer did not offer work flexibility before the reform (treatment group). By contrast, among mothers whose employer already offered flexible work before the reform (control group, n=5810), there was little change or a slight decline in flexible working. DiD estimates suggest that the policy was associated with an increase in flexible working (37.5 percentage points, 95% CI 32.9 to 41.6), but it had no impact on self-rated health (.1.6 percentage points, 95% CI .4.4 to 1.1), long-term illness (.1.87 percentage points, 95% CI .4.3 to 0.5) or life satisfaction scores (â=0.04, 95% CI .0.08 to 0.16). Conclusion The Flexible Working Act increased flexible working only among a small group of mothers who had not yet the right to request work flexibility, but it had no impact on their health and well-being. Policies promoting work flexibility may require stronger incentives for both parents and employers.",,
DES-098,12067,SCOPUS_ID:85084603369,10.1016/j.amepre.2019.12.024,Impact of the Centers for Disease Control and Prevention Recommendation and State Law on Birth Cohort Hepatitis C Screening of New York City Medicaid Recipients,American Journal Of Preventive Medicine,2020,Cohort,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,False,True,False,True,True,,"Introduction: The Centers for Disease Control and Prevention estimated that, during 1999–2008, people born in 1945–1965 (the baby boomer generation) represented approximately 75% of people infected with hepatitis C virus and 73% of hepatitis C virus–associated deaths and are at greatest risk for hepatocellular carcinoma and liver disease. In 2012, the Centers for Disease Control and Prevention recommended one-time hepatitis C virus screening for people born during 1945–1965. In addition, New York State enacted a Hepatitis C Virus Testing Law in 2014. This analysis assesses the impacts of the 2012 recommendation and 2014 New York State Testing Law on hepatitis C virus screening rates among New York City Medicaid-enrolled recipients born during 1945–1965. Methods: The eligible population was determined quarterly as the number of Medicaid recipients continuously enrolled for 12 months with neither a prior hepatitis C virus diagnosis nor antibody test since 2005. Quarterly screening rates during 2010–2017 were examined using interrupted time series analysis. Data were analyzed in 2018–2019. Results: In 2010–2017, the highest screening rate occurred in the quarter immediately after the law (33.64 per 1,000 Medicaid recipients). There was no change in screening rates after the Centers for Disease Control and Prevention recommendation and a significant increase after the New York State Law, which was not sustained. Conclusions: Hepatitis C virus screening rates increased in the quarter after the 2014 New York State Hepatitis C Virus Testing Law became effective. Additional efforts are needed to screen baby boomers and people who were recently infected with hepatitis C virus related to opioid use.",,
DES-099,6708,SCOPUS_ID:85054250509,10.1093/aje/kwy113,Which Method of Fall Ascertainment Captures the Most Falls in Prefrail and Frail Seniors?,American Journal Of Epidemiology,2018,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,aged; ascertainment methods; diaries; falls; frailty; hotlines; seniors,"There is no consensus on the most reliable method of ascertaining falls among the elderly. Therefore, we investigated which method captured the most falls among prefrail and frail seniors from 2 randomized controlled trials conducted in Zurich, Switzerland: an 18-month trial (2009-2010) including 200 community-dwelling prefrail seniors with a prior fall and a 12-month trial (2005-2008) including 173 frail seniors with acute hip fracture. Both trials included the same methods of fall ascertainment: monthly active asking, daily self-report diary entries, and a call-in hotline. We compared numbers of falls reported and estimated overall and positive percent agreement between methods. Prefrail seniors reported 499 falls (fall rate = 2.5/year) and frail seniors reported 205 falls (fall rate = 1.4/year). Most falls (81% of falls in prefrail seniors and 78% in frail seniors) were reported via active asking. Among prefrail seniors, diaries captured an additional 19% of falls, while the hotline added none. Among frail seniors, the hotline added 16% of falls, while diaries added 6%. The positive percent agreement between active asking and diary entries was 100% among prefrail seniors and 88% among frail seniors. While monthly active asking captures most falls in both groups, this method alone missed 19% of falls in prefrail seniors and 22% in frail seniors. Thus, a combination of active asking and diaries for prefrail seniors and a combination of active asking and a hotline for frail seniors is warranted.",,
DES-100,38104,SCOPUS_ID:85052847690,10.1136/jech-2018-210701,Does environment influence childhood BMI? A longitudinal analysis of children aged 3-11,Journal Of Epidemiology And Community Health,2018,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,False,True,False,True,False,child health; housing; life course / childhood circumstances; longitudinal studies; obesity,"Background Childhood overweight/obesity has been associated with environmental context, such as green space, gardens, crime and deprivation. This paper assesses the longitudinal association between environment and body mass index (BMI) for children across the ages of 3-11 years. It also investigates the relationship between environment and child overweight/obesity Methods 6001 children from the UK Millennium Cohort Study living in England were analysed. We estimated fixed effects linear and logistic regression models of the association between environment (levels of green space, gardens, crime and deprivation) and BMI/overweight of children at four time points between the ages of 3 and 11. Models were adjusted for age-related changes in weight, child sex and education level of the main carer. Results Statistically significant associations were found between environmental measures of both more gardens and lower levels of crime and lower BMI (effect size (95% CI) respectively: 0.02 (0.04 to 0.00), 0.04 (0.07 to 0.02)). Areas with less crime were associated with a slightly lower odds of overweight among children with a higher educated parent (OR 0.93 (0.87-0.99)) Conclusions By exploiting longitudinal measures of environment and BMI this study is able to establish a more causal association between environment and BMI. Environments with more gardens and lower crime tend to result in slightly lower BMI. However, the effect sizes are small and non-significant odds of changing weight status do not support environmental factors as a key determinant of cohort changes in childhood overweight/obesity.",,
DES-101,6972,SCOPUS_ID:85072687046,10.1093/aje/kwz100,Effect Estimates in Randomized Trials and Observational Studies: Comparing Apples with Apples,American Journal Of Epidemiology,2019,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,antiretroviral initiation; causal inference; per-protocol effect; target trial,"Effect estimates from randomized trials and observational studies might not be directly comparable because of differences in study design, other than randomization, and in data analysis. We propose a 3-step procedure to facilitate meaningful comparisons of effect estimates from randomized trials and observational studies: 1) harmonization of the study protocols (eligibility criteria, treatment strategies, outcome, start and end of follow-up, causal contrast) so that the studies target the same causal effect, 2) harmonization of the data analysis to estimate the causal effect, and 3) sensitivity analyses to investigate the impact of discrepancies that could not be accounted for in the harmonization process. To illustrate our approach, we compared estimates of the effect of immediate with deferred initiation of antiretroviral therapy in individuals positive for the human immunodeficiency virus from the Strategic Timing of Antiretroviral Therapy (START) randomized trial and the observational HIV-CAUSAL Collaboration.",,
DES-102,18452,SCOPUS_ID:84886400284,10.2105/ajph.2013.301287,Secondhand smoke exposure and smoking behavior among young adult bar patrons,American Journal Of Public Health,2013,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,,"Objectives. We described frequency of secondhand smoke (SHS) exposure among young adults patronizing bars and associations between SHS exposure, attitudes, and smoking behavior. Methods. We collected cross-sectional surveys from randomized time-location samples of bar patrons aged 18 to 26 years in San Diego, California, and Oklahoma City and Tulsa, Oklahoma, in 2010 to 2011. Multivariate logistic regression evaluated associations between SHS exposure, attitudes about dangers of SHS, susceptibility to smoking initiation among nonsmokers, and quit attempts among current smokers. Results. More than 80% of respondents reported past 7-day exposure to any SHS, and more than 70% reported exposure at a bar. Current smokers reported more SHS exposure in cars and their own homes than did nonsmokers. Among nonsmokers, SHS exposure was associated with susceptibility to initiation, but those who believed that SHS exposure is harmful were less susceptible. Belief that SHS is dangerous was associated with quit attempts among smokers. Conclusions. Smoke-free environments and education about the harms of SHS may decrease tobacco use among young adults who frequent bars, where they are heavily exposed to SHS. Copyright © 2013 by the American Public Health Association®.",,
DES-103,28666,SCOPUS_ID:85044336737,10.1093/eurpub/ckx148,Maternal serum bisphenol A levels and risk of pre-eclampsia: A nested case-control study,European Journal Of Public Health,2017,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,,"Background: Although recent studies have indicated the potential adverse effects of maternal bisphenol A (BPA) exposure on pregnancy such as increasing the risk of pre-eclampsia, epidemiological evidence is limited. We aimed to evaluate the relationship between maternal BPA exposure and the risk of pre-eclampsia. Methods: We conducted a nested case-control study among 173 women (74 cases of pre-eclampsia and 99 controls). BPA concentrations were measured using liquid chromatography-mass spectrometry in the maternal serum samples collected during 16-20 gestational weeks. Multivariate logistic models were used to examine the relationship between maternal serum BPA concentrations and the risk of pre-eclampsia. Results: BPA was detectable (>0.1 μg/l) in 78.6% of the maternal serum samples at three levels: Low (<2.24 μg/l), medium (2.24-4.44 μg/l), and high (>4.44 μg/l). BPA concentrations were significantly higher in the serum samples collected from the pre-eclampsia cases than those from controls (median: 3.40 vs. 1.50 μg/l, P < 0.01). With adjustment for maternal age, primiparous and BMI, the odds of developing pre-eclampsia were significantly elevated in subjects with high serum BPA levels compared with those with low levels (adjusted OR= 16.46, 95%CI = 5.42-49.85) regardless of subcategories of preeclampsia including severity and onset time. Among the pre-eclampsia subjects, the maternal serum concentration of BPA was not different between the early- and late-onset subjects (median: 3.09 vs. 3.50 μg/l, P = 0.57), but surprisingly higher in mild pre-eclampsia subjects compared with severe pre-eclampsia subjects (median: 5.20 vs. 1.80 μg/l, P < 0.01). Conclusions: These results demonstrated that maternal exposure to high level of BPA could be associated with an increased risk of pre-eclampsia.",,
